	指标	地区	年	数据	行业	行业指标
4150	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2018		租赁和商务服务业城镇	人员
4151	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2017	98.4562	租赁和商务服务业城镇	人员
4152	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2016	83.6836	租赁和商务服务业城镇	人员
4153	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2015	64.2404	租赁和商务服务业城镇	人员
4154	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2014	50.9091	租赁和商务服务业城镇	人员
4155	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2013	43.5446	租赁和商务服务业城镇	人员
4156	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2012	42.6469	租赁和商务服务业城镇	人员
4157	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2011	36.4539	租赁和商务服务业城镇	人员
4158	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2010	19.7354	租赁和商务服务业城镇	人员
4159	租赁和商务服务业城镇私营企业和个体就业人员	福建省	2009	22.8636	租赁和商务服务业城镇	人员
4160	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2018		租赁和商务服务业城镇	人员
4161	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2017	51.265	租赁和商务服务业城镇	人员
4162	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2016	46.4675	租赁和商务服务业城镇	人员
4163	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2015	43.3916	租赁和商务服务业城镇	人员
4164	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2014	33.0872	租赁和商务服务业城镇	人员
4165	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2013	22.458000000000002	租赁和商务服务业城镇	人员
4166	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2012	16.6075	租赁和商务服务业城镇	人员
4167	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2011	11.0897	租赁和商务服务业城镇	人员
4168	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2010	6.6113	租赁和商务服务业城镇	人员
4169	租赁和商务服务业城镇私营企业和个体就业人员	江西省	2009	7.0028	租赁和商务服务业城镇	人员
4170	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2018		租赁和商务服务业城镇	人员
4171	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2017	65.8536	租赁和商务服务业城镇	人员
4172	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2016	62.6184	租赁和商务服务业城镇	人员
4173	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2015	63.3644	租赁和商务服务业城镇	人员
4174	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2014	58.808	租赁和商务服务业城镇	人员
4175	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2013	48.0885	租赁和商务服务业城镇	人员
4176	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2012	49.5423	租赁和商务服务业城镇	人员
4177	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2011	45.3157	租赁和商务服务业城镇	人员
4178	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2010	39.0922	租赁和商务服务业城镇	人员
4179	租赁和商务服务业城镇私营企业和个体就业人员	山东省	2009	30.9185	租赁和商务服务业城镇	人员
4180	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2018		租赁和商务服务业城镇	人员
4181	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2017	67.0624	租赁和商务服务业城镇	人员
4182	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2016	45.3144	租赁和商务服务业城镇	人员
4183	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2015	35.5832	租赁和商务服务业城镇	人员
4184	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2014	26.8284	租赁和商务服务业城镇	人员
4185	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2013	18.5629	租赁和商务服务业城镇	人员
4186	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2012	21.7672	租赁和商务服务业城镇	人员
4187	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2011	21.0164	租赁和商务服务业城镇	人员
4188	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2010	17.7537	租赁和商务服务业城镇	人员
4189	租赁和商务服务业城镇私营企业和个体就业人员	河南省	2009	14.7967	租赁和商务服务业城镇	人员
4190	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2018		租赁和商务服务业城镇	人员
4191	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2017	57.9415	租赁和商务服务业城镇	人员
4192	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2016	51.2146	租赁和商务服务业城镇	人员
4193	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2015	46.2209	租赁和商务服务业城镇	人员
4194	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2014	39.9794	租赁和商务服务业城镇	人员
4195	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2013	23.8529	租赁和商务服务业城镇	人员
4196	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2012	29.259	租赁和商务服务业城镇	人员
4197	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2011	23.759	租赁和商务服务业城镇	人员
4198	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2010	20.1065	租赁和商务服务业城镇	人员
4199	租赁和商务服务业城镇私营企业和个体就业人员	湖北省	2009	19.8768	租赁和商务服务业城镇	人员
4200	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2018		租赁和商务服务业城镇	人员
4201	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2017	31.9304	租赁和商务服务业城镇	人员
4202	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2016	26.0131	租赁和商务服务业城镇	人员
4203	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2015	163.9436	租赁和商务服务业城镇	人员
4204	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2014	121.2276	租赁和商务服务业城镇	人员
4205	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2013	83.8505	租赁和商务服务业城镇	人员
4206	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2012	94.6256	租赁和商务服务业城镇	人员
4207	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2011	73.7395	租赁和商务服务业城镇	人员
4208	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2010	56.1946	租赁和商务服务业城镇	人员
4209	租赁和商务服务业城镇私营企业和个体就业人员	湖南省	2009	53.5274	租赁和商务服务业城镇	人员
4210	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2018		租赁和商务服务业城镇	人员
4211	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2017	340.9577	租赁和商务服务业城镇	人员
4212	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2016	247.4854	租赁和商务服务业城镇	人员
4213	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2015	166.9657	租赁和商务服务业城镇	人员
4214	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2014	138.7059	租赁和商务服务业城镇	人员
4215	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2013	110.7564	租赁和商务服务业城镇	人员
4216	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2012	117.4883	租赁和商务服务业城镇	人员
4217	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2011	100.6379	租赁和商务服务业城镇	人员
4218	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2010	83.9169	租赁和商务服务业城镇	人员
4219	租赁和商务服务业城镇私营企业和个体就业人员	广东省	2009	79.0158	租赁和商务服务业城镇	人员
4220	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2018		租赁和商务服务业城镇	人员
4221	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2017	45.6498	租赁和商务服务业城镇	人员
4222	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2016	43.6627	租赁和商务服务业城镇	人员
4223	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2015	26.3313	租赁和商务服务业城镇	人员
4224	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2014	22.6005	租赁和商务服务业城镇	人员
4225	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2013	17.7174	租赁和商务服务业城镇	人员
4226	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2012	19.2945	租赁和商务服务业城镇	人员
4227	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2011	15.4957	租赁和商务服务业城镇	人员
4228	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2010	12.2141	租赁和商务服务业城镇	人员
4229	租赁和商务服务业城镇私营企业和个体就业人员	广西壮族自治区	2009	10.3574	租赁和商务服务业城镇	人员
4230	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2018		租赁和商务服务业城镇	人员
4231	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2017	17.1681	租赁和商务服务业城镇	人员
4232	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2016	16.0635	租赁和商务服务业城镇	人员
4233	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2015	17.2254	租赁和商务服务业城镇	人员
4234	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2014	15.0947	租赁和商务服务业城镇	人员
4235	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2013	12.3743	租赁和商务服务业城镇	人员
4236	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2012	10.2298	租赁和商务服务业城镇	人员
4237	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2011	8.0896	租赁和商务服务业城镇	人员
4238	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2010	6.6047	租赁和商务服务业城镇	人员
4239	租赁和商务服务业城镇私营企业和个体就业人员	海南省	2009	5.4372	租赁和商务服务业城镇	人员
4240	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2018		租赁和商务服务业城镇	人员
4241	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2017	111.2268	租赁和商务服务业城镇	人员
4242	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2016	94.6844	租赁和商务服务业城镇	人员
4243	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2015	82.9286	租赁和商务服务业城镇	人员
4244	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2014	65.8497	租赁和商务服务业城镇	人员
4245	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2013	46.1535	租赁和商务服务业城镇	人员
4246	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2012	47.5113	租赁和商务服务业城镇	人员
4247	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2011	37.0636	租赁和商务服务业城镇	人员
4248	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2010	27.2365	租赁和商务服务业城镇	人员
4249	租赁和商务服务业城镇私营企业和个体就业人员	重庆市	2009	24.1883	租赁和商务服务业城镇	人员
4250	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2018		租赁和商务服务业城镇	人员
4251	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2017	49.8803	租赁和商务服务业城镇	人员
4252	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2016	98.0797	租赁和商务服务业城镇	人员
4253	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2015	137.6343	租赁和商务服务业城镇	人员
4254	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2014	44.5853	租赁和商务服务业城镇	人员
4255	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2013	37.2813	租赁和商务服务业城镇	人员
4256	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2012	28.9773	租赁和商务服务业城镇	人员
4257	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2011	23.7622	租赁和商务服务业城镇	人员
4258	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2010	31.3419	租赁和商务服务业城镇	人员
4259	租赁和商务服务业城镇私营企业和个体就业人员	四川省	2009	27.1702	租赁和商务服务业城镇	人员
4260	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2018		租赁和商务服务业城镇	人员
4261	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2017	8.4783	租赁和商务服务业城镇	人员
4262	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2016	7.421	租赁和商务服务业城镇	人员
4263	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2015	11.7787	租赁和商务服务业城镇	人员
4264	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2014	12.5835	租赁和商务服务业城镇	人员
4265	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2013	11.3154	租赁和商务服务业城镇	人员
4266	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2012	8.6326	租赁和商务服务业城镇	人员
4267	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2011	4.8219	租赁和商务服务业城镇	人员
4268	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2010	4.2649	租赁和商务服务业城镇	人员
4269	租赁和商务服务业城镇私营企业和个体就业人员	贵州省	2009	3.6074	租赁和商务服务业城镇	人员
4270	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2018		租赁和商务服务业城镇	人员
4271	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2017	28.5237	租赁和商务服务业城镇	人员
4272	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2016	20.7704	租赁和商务服务业城镇	人员
4273	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2015	10.4497	租赁和商务服务业城镇	人员
4274	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2014	32.3492	租赁和商务服务业城镇	人员
4275	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2013	26.1599	租赁和商务服务业城镇	人员
4276	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2012	20.8364	租赁和商务服务业城镇	人员
4277	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2011	19.1809	租赁和商务服务业城镇	人员
4278	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2010	14.4655	租赁和商务服务业城镇	人员
4279	租赁和商务服务业城镇私营企业和个体就业人员	云南省	2009	11.7162	租赁和商务服务业城镇	人员
4280	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2018		租赁和商务服务业城镇	人员
4281	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2017	7.2348	租赁和商务服务业城镇	人员
4282	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2016	7.5085	租赁和商务服务业城镇	人员
4283	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2015	7.9765	租赁和商务服务业城镇	人员
4284	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2014	3.2337	租赁和商务服务业城镇	人员
4285	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2013	2.5721	租赁和商务服务业城镇	人员
4286	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2012	2.0226	租赁和商务服务业城镇	人员
4287	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2011	1.7567	租赁和商务服务业城镇	人员
4288	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2010	1.3297	租赁和商务服务业城镇	人员
4289	租赁和商务服务业城镇私营企业和个体就业人员	西藏自治区	2009	1.1475	租赁和商务服务业城镇	人员
4290	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2018		租赁和商务服务业城镇	人员
4291	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2017	20.537	租赁和商务服务业城镇	人员
4292	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2016	18.4059	租赁和商务服务业城镇	人员
4293	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2015	16.1785	租赁和商务服务业城镇	人员
4294	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2014	20.1334	租赁和商务服务业城镇	人员
4295	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2013	19.1151	租赁和商务服务业城镇	人员
4296	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2012	16.7195	租赁和商务服务业城镇	人员
4297	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2011	16.02	租赁和商务服务业城镇	人员
4298	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2010	3.9807	租赁和商务服务业城镇	人员
4299	租赁和商务服务业城镇私营企业和个体就业人员	陕西省	2009	9.9939	租赁和商务服务业城镇	人员
4300	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2018		租赁和商务服务业城镇	人员
4301	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2017	12.7824	租赁和商务服务业城镇	人员
4302	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2016	11.2691	租赁和商务服务业城镇	人员
4303	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2015	9.9108	租赁和商务服务业城镇	人员
4304	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2014	7.6782	租赁和商务服务业城镇	人员
4305	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2013	5.7306	租赁和商务服务业城镇	人员
4306	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2012	4.6407	租赁和商务服务业城镇	人员
4307	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2011	4.5856	租赁和商务服务业城镇	人员
4308	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2010	4.0187	租赁和商务服务业城镇	人员
4309	租赁和商务服务业城镇私营企业和个体就业人员	甘肃省	2009	3.6982	租赁和商务服务业城镇	人员
4310	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2018		租赁和商务服务业城镇	人员
4311	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2017	4.1358	租赁和商务服务业城镇	人员
4312	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2016	2.8441	租赁和商务服务业城镇	人员
4313	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2015	1.8638	租赁和商务服务业城镇	人员
4314	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2014	1.4536	租赁和商务服务业城镇	人员
4315	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2013	1.1193	租赁和商务服务业城镇	人员
4316	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2012	1.3492	租赁和商务服务业城镇	人员
4317	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2011	0.6741	租赁和商务服务业城镇	人员
4318	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2010	0.6512	租赁和商务服务业城镇	人员
4319	租赁和商务服务业城镇私营企业和个体就业人员	青海省	2009	0.5689	租赁和商务服务业城镇	人员
4320	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2018		租赁和商务服务业城镇	人员
4321	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2017	11.7266	租赁和商务服务业城镇	人员
4322	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2016	9.4796	租赁和商务服务业城镇	人员
4323	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2015	7.4275	租赁和商务服务业城镇	人员
4324	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2014	5.2758	租赁和商务服务业城镇	人员
4325	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2013	4.0312	租赁和商务服务业城镇	人员
4326	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2012	3.6814	租赁和商务服务业城镇	人员
4327	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2011	3.2889999999999997	租赁和商务服务业城镇	人员
4328	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2010	1.8581	租赁和商务服务业城镇	人员
4329	租赁和商务服务业城镇私营企业和个体就业人员	宁夏回族自治区	2009	2.3278	租赁和商务服务业城镇	人员
4330	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2018		租赁和商务服务业城镇	人员
4331	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2017	28.8899	租赁和商务服务业城镇	人员
4332	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2016	25.1315	租赁和商务服务业城镇	人员
4333	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2015	21.9992	租赁和商务服务业城镇	人员
4334	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2014	19.3465	租赁和商务服务业城镇	人员
4335	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2013	14.7489	租赁和商务服务业城镇	人员
4336	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2012	9.452	租赁和商务服务业城镇	人员
4337	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2011	7.8488	租赁和商务服务业城镇	人员
4338	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2010	8.2318	租赁和商务服务业城镇	人员
4339	租赁和商务服务业城镇私营企业和个体就业人员	新疆维吾尔自治区	2009	7.4359	租赁和商务服务业城镇	人员
4340	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2018		居民服务和其他服务业城镇	人员
4341	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2017	13.5854	居民服务和其他服务业城镇	人员
4342	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2016	13.4097	居民服务和其他服务业城镇	人员
4343	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2015	13.6674	居民服务和其他服务业城镇	人员
4344	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2014	12.5818	居民服务和其他服务业城镇	人员
4345	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2013	12.8201	居民服务和其他服务业城镇	人员
4346	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2012	12.8144	居民服务和其他服务业城镇	人员
4347	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2011	14.0539	居民服务和其他服务业城镇	人员
4348	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2010	15.4229	居民服务和其他服务业城镇	人员
4349	居民服务和其他服务业城镇私营企业和个体就业人员	北京市	2009	14.902999999999999	居民服务和其他服务业城镇	人员
4350	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2018		居民服务和其他服务业城镇	人员
4351	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2017	9.9515	居民服务和其他服务业城镇	人员
4352	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2016	8.1154	居民服务和其他服务业城镇	人员
4353	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2015	6.8999	居民服务和其他服务业城镇	人员
4354	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2014	5.8265	居民服务和其他服务业城镇	人员
4355	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2013	5.2245	居民服务和其他服务业城镇	人员
4356	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2012	4.8831	居民服务和其他服务业城镇	人员
4357	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2011	4.6953	居民服务和其他服务业城镇	人员
4358	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2010	4.6984	居民服务和其他服务业城镇	人员
4359	居民服务和其他服务业城镇私营企业和个体就业人员	天津市	2009	4.5601	居民服务和其他服务业城镇	人员
4360	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2018		居民服务和其他服务业城镇	人员
4361	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2017	47.3546	居民服务和其他服务业城镇	人员
4362	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2016	40.097	居民服务和其他服务业城镇	人员
4363	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2015	32.8936	居民服务和其他服务业城镇	人员
4364	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2014	27.2464	居民服务和其他服务业城镇	人员
4365	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2013	29.0146	居民服务和其他服务业城镇	人员
4366	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2012	22.8099	居民服务和其他服务业城镇	人员
4367	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2011	23.7061	居民服务和其他服务业城镇	人员
4368	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2010	19.5628	居民服务和其他服务业城镇	人员
4369	居民服务和其他服务业城镇私营企业和个体就业人员	河北省	2009	17.3192	居民服务和其他服务业城镇	人员
4370	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2018		居民服务和其他服务业城镇	人员
4371	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2017	35.8248	居民服务和其他服务业城镇	人员
4372	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2016	29.8272	居民服务和其他服务业城镇	人员
4373	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2015	22.6911	居民服务和其他服务业城镇	人员
4374	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2014	16.3306	居民服务和其他服务业城镇	人员
4375	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2013	14.9159	居民服务和其他服务业城镇	人员
4376	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2012	9.939	居民服务和其他服务业城镇	人员
4377	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2011	17.5421	居民服务和其他服务业城镇	人员
4378	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2010	17.0715	居民服务和其他服务业城镇	人员
4379	居民服务和其他服务业城镇私营企业和个体就业人员	山西省	2009	13.9978	居民服务和其他服务业城镇	人员
4380	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2018		居民服务和其他服务业城镇	人员
4381	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2017	58.0458	居民服务和其他服务业城镇	人员
4382	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2016	45.7724	居民服务和其他服务业城镇	人员
4383	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2015	44.2562	居民服务和其他服务业城镇	人员
4384	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2014	42.5221	居民服务和其他服务业城镇	人员
4385	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2013	37.2777	居民服务和其他服务业城镇	人员
4386	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2012	24.6824	居民服务和其他服务业城镇	人员
4387	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2011	21.5332	居民服务和其他服务业城镇	人员
4388	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2010	19.1917	居民服务和其他服务业城镇	人员
4389	居民服务和其他服务业城镇私营企业和个体就业人员	内蒙古自治区	2009	16.6413	居民服务和其他服务业城镇	人员
4390	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2018		居民服务和其他服务业城镇	人员
4391	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2017	41.515	居民服务和其他服务业城镇	人员
4392	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2016	39.4445	居民服务和其他服务业城镇	人员
4393	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2015	38.4802	居民服务和其他服务业城镇	人员
4394	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2014	36.6738	居民服务和其他服务业城镇	人员
4395	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2013	36.3963	居民服务和其他服务业城镇	人员
4396	居民服务和其他服务业城镇私营企业和个体就业人员	辽宁省	2012	47.6393	居民服务和其他服务业城镇	人员
